first name,last name,job title,email,current company,university
Claudian,Shreenan,Business Systems Development Analyst,cshreenanrf@patch.com,Abbott-Thiel,Bow Valley College
Sim,Bohan,Computer Systems Analyst III,sbohanrg@w3.org,Kulas-Schamberger,Indira Gandhi Agricultural University
Gage,Ferie,Chemical Engineer,gferierh@biglobe.ne.jp,Lubowitz-Parker,Birmingham City University
Dorrie,Van De Cappelle,Recruiter,dvandecappelleri@odnoklassniki.ru,Shields-Kshlerin,Illinois Valley Community College
Rebeka,Heiton,Dental Hygienist,rheitonrj@goodreads.com,"Von, Littel and Botsford","Instituto Politécnico Nacional, Campus Guanajuato"
Bev,Ireland,Senior Editor,birelandrk@psu.edu,Harris LLC,Pontificia Universidad Javeriana
Fax,Cabotto,Product Engineer,fcabottorl@issuu.com,Windler-Wisozk,"Islamic Azad University, Janah"
Anselma,MacNeice,Desktop Support Technician,amacneicerm@comcast.net,"Smith, Altenwerth and Gleichner",Ekiti State University
Dex,Kaspar,Recruiting Manager,dkasparrn@google.ca,Bailey LLC,National Sun Yat-Sen University
Wilton,Fullilove,Pharmacist,wfullilovero@moonfruit.com,Abshire Group,Daebul University
Marybeth,Barca,Analog Circuit Design manager,mbarcarp@ucoz.ru,"Ernser, Stiedemann and Hand",Boston University
Valida,Checo,Systems Administrator II,vchecorq@instagram.com,"Witting, Erdman and Hamill",Tokyo University of Foreign Studies
Obediah,Brittain,Assistant Manager,obrittainrr@spotify.com,Prohaska Group,"California State University, Stanislaus"
